source	accession	likely_multiomics	publicationDate	title	n_urls	associated_accessions	queries
biostudies-literature	S-EPMC3225319	True	None	Proteomic and transcriptomic analysis of heart failure due to volume overload in a rat aorto-caval fistula model provides support for new potential therapeutic targets - monoamine oxidase A and transglutaminase 2.	1	{}	"heart failure" AND transcriptomic AND proteomic
biostudies-literature	S-EPMC12857411	True	None	Thrombospondin 1 aggravates cardiac remodeling in heart failure with preserved ejection fraction by inhibiting mitophagy.	1	{}	"heart failure" AND transcriptomic AND proteomic
pride	PXD047022	True	20240411	A common gene signature of the right ventricle in failing rat and human hearts	116	{"PRIDE_ProteomeXchange": ["PXD047022"]}	"heart failure" AND transcriptomic AND proteomic
biostudies-literature	S-EPMC10062458	True	None	Distinct Transcriptomic and Proteomic Profile Specifies Patients Who Have Heart Failure With Potential of Myocardial Recovery on Mechanical Unloading and Circulatory Support.	1	{}	"heart failure" AND transcriptomic AND proteomic
biostudies-literature	S-EPMC11524958	True	None	Clinical-transcriptional prioritization of the circulating proteome in human heart failure.	1	{}	"heart failure" AND transcriptomic AND proteomic
project	PRJNA770710	True	None	Endogenous Smad7 restrains myofibroblast activation and protects from post-infarction heart failure by suppressing TGF-b signaling and by directly inhibiting Erbb2	25	{"GEO_series": ["GSE185767"], "ENA_BioProject": ["PRJNA770710"], "SRA_run": ["SRR163", "SRR16302483", "SRR16302484", "SRR16302485", "SRR16302486", "SRR16302487", "SRR16302488", "SRR16302489", "SRR16302490", "SRR16302491", "SRR16302492", "SRR16302493", "SRR16302494"]}	"heart failure" AND transcriptomic AND proteomic
massive	MSV000088676	True	20220112	Changes in extracellular matrix in failing human non-ischemic and ischemic hearts with mechanical unloading	2	{"MassIVE": ["MSV000088676"]}	"heart failure" AND transcriptomic AND proteomic || cardiomyopathy AND transcriptomic AND proteomic
geo	GSE185767	True	20211111	Endogenous Smad7 restrains myofibroblast activation and protects from post-infarction heart failure by suppressing TGF-b signaling and by directly inhibiting Erbb2	2	{"GEO_series": ["GSE185767"], "GEO_sample": ["GSM5623375", "GSM5623376", "GSM5623377", "GSM5623378", "GSM5623379", "GSM5623380", "GSM5623381", "GSM5623382", "GSM5623383", "GSM5623384", "GSM5623385", "GSM5623386"], "SRA_study": ["SRP341074"]}	"heart failure" AND transcriptomic AND proteomic
biostudies-literature	S-EPMC12752751	True	None	Chiral metal nanozyme-enabled SOD2 activation and siRNA delivery cooperatively mitigating chronic heart failure.	1	{}	"heart failure" AND transcriptomic AND proteomic
biostudies-literature	S-EPMC8803336	True	None	Smad7 effects on TGF-β and ErbB2 restrain myofibroblast activation and protect from postinfarction heart failure.	1	{}	"heart failure" AND transcriptomic AND proteomic
biostudies-literature	S-EPMC11955417	True	None	Mib2 Regulates Lipid Metabolism in Heart Failure With Preserved Ejection Fraction via the Runx2-Hmgcs2 Axis.	1	{}	"heart failure" AND transcriptomic AND proteomic || vascular AND proteomic AND transcriptomic
project	PRJNA1294199	True	None	Exploring the biological basis for the identification of different syndromes in ischemic heart failure based on joint multi-omics analysis	1	{"GEO_series": ["GSE303117"], "ENA_BioProject": ["PRJNA1294199"]}	"heart failure" AND transcriptomic AND metabolomic || "heart failure" AND transcriptomic AND proteomic
biostudies-literature	S-EPMC10688053	True	None	GSTM2 alleviates heart failure by inhibiting DNA damage in cardiomyocytes.	1	{}	"heart failure" AND transcriptomic AND proteomic
biostudies-arrayexpress	E-MTAB-11030	True	20220216	A multi omics analysis of a human stem cell based in vitro model of cardiac hypertrophy	1	{"ArrayExpress": ["E-MTAB-11030"]}	"heart failure" AND transcriptomic AND proteomic || cardiac AND methylation AND transcriptomic
geo	GSE217755	True	20231110	OGFOD1 Regulates Translation to Alter Hypertrophy Susceptibility	2	{"GEO_series": ["GSE217755"], "GEO_sample": ["GSM6725801", "GSM6725802", "GSM6725803", "GSM6725804", "GSM6725805", "GSM6725806", "GSM6725807", "GSM6725808", "GSM6725809", "GSM6725810", "GSM6725811", "GSM6725812", "GSM6725813", "GSM6725814", "GSM6725815", "GSM6725816", "GSM6725817", "GSM6725818", "GSM6725819", "GSM6725820"]}	"heart failure" AND transcriptomic AND proteomic
biostudies-arrayexpress	E-MTAB-14275	True	20251106	Regional specific changes in cardiac resident 1 macrophages and 2 fibroblasts modulate long-term atrial fibrillation maintenance	1	{"ArrayExpress": ["E-MTAB-14275"]}	"heart failure" AND transcriptomic AND proteomic || vascular AND proteomic AND transcriptomic
geo	GSE59961	True	20141101	Systems analysis reveals down-regulation of a network of prosurvival miRNAs drives the apoptotic response in dilated cardiomyopathy	2	{"GEO_series": ["GSE59961"], "GEO_sample": ["GSM1462773", "GSM1462774", "GSM1462775", "GSM1462776", "GSM1462777", "GSM1462778", "GSM1462779", "GSM1462780", "GSM1462781", "GSM1462782", "GSM1462783", "GSM1462784", "GSM1462785", "GSM1462786", "GSM1462787", "GSM1462788", "GSM1462789", "GSM1462790", "GSM1462791", "GSM1462792", "GSM1462793"]}	"heart failure" AND transcriptomic AND proteomic || cardiomyopathy AND transcriptomic AND proteomic
biostudies-literature	S-EPMC9035113	True	None	Changes in extracellular matrix in failing human non-ischemic and ischemic hearts with mechanical unloading.	1	{}	"heart failure" AND transcriptomic AND proteomic || cardiomyopathy AND transcriptomic AND proteomic
biostudies-literature	S-EPMC7643439	True	None	Melphalan induces cardiotoxicity through oxidative stress in cardiomyocytes derived from human induced pluripotent stem cells.	1	{}	"heart failure" AND transcriptomic AND proteomic
biostudies-literature	S-EPMC11358011	True	None	A common gene signature of the right ventricle in failing rat and human hearts.	1	{}	"heart failure" AND transcriptomic AND proteomic || vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC12274853	True	None	Systems biology approaches investigating mitochondrial dysfunction in cyanotic heart disease: a systematic review.	1	{}	"heart failure" AND transcriptomic AND metabolomic || "heart failure" AND transcriptomic AND proteomic || cardiac AND lipidomic AND transcriptomic
biostudies-literature	S-EPMC12374280	True	None	Elevated levels of Letm1 drives mitochondrial dysfunction and cardiomyocyte stress-mediated apoptosis in cultured cardiomyocytes.	1	{}	"heart failure" AND transcriptomic AND proteomic || cardiomyopathy AND transcriptomic AND proteomic
biostudies-literature	S-EPMC9975082	True	None	Network-Guided Multiomic Mapping of Aortic Valve Calcification.	1	{}	"heart failure" AND transcriptomic AND metabolomic || "heart failure" AND transcriptomic AND proteomic || vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC6058465	True	None	Recent advances in pulmonary arterial hypertension.	1	{}	"heart failure" AND transcriptomic AND metabolomic || "heart failure" AND transcriptomic AND proteomic
pride	PXD017732	True	20201117	Bioinformatic analysis of membrane and associated proteins in murine cardiomyocytes and human myocardium	107	{"PRIDE_ProteomeXchange": ["PXD017732"]}	"heart failure" AND transcriptomic AND proteomic
biostudies-literature	S-EPMC7708497	True	None	Bioinformatic analysis of membrane and associated proteins in murine cardiomyocytes and human myocardium.	1	{}	"heart failure" AND transcriptomic AND proteomic
geo	GSE303117	True	20250801	Exploring the biological basis for the identification of different syndromes in ischemic heart failure based on joint multi-omics analysis	2	{"GEO_series": ["GSE303117"], "GEO_sample": ["GSM9118303", "GSM9118304", "GSM9118305", "GSM9118306", "GSM9118307", "GSM9118308", "GSM9118309", "GSM9118310", "GSM9118311", "GSM9118312", "GSM9118313", "GSM9118314", "GSM9118315", "GSM9118316", "GSM9118317", "GSM9118318", "GSM9118319", "GSM9118320", "GSM9118321", "GSM9118322", "GSM9118323", "GSM9118324", "GSM9118325", "GSM9118326", "GSM9118327", "GSM9118328", "GSM9118329", "GSM9118330", "GSM9118331", "GSM9118332", "GSM9118333", "GSM9118334", "GSM9118335", "GSM9118336", "GSM9118337", "GSM9118338", "GSM9118339", "GSM9118340", "GSM9118341", "GSM9118342", "GSM9118343", "GSM9118344", "GSM9118345", "GSM9118346", "GSM9118347", "GSM9118348", "GSM9118349", "GSM9118350", "GSM9118351", "GSM9118352", "GSM9118353", "GSM9118354", "GSM9118355", "GSM9118356", "GSM9118357", "GSM9118358", "GSM9118359", "GSM9118360", "GSM9118361", "GSM9118362", "GSM9118363", "GSM9118364", "GSM9118365", "GSM9118366", "GSM9118367", "GSM9118368", "GSM9118369", "GSM9118370", "GSM9118371", "GSM9118372", "GSM9118373", "GSM9118374", "GSM9118375", "GSM9118376", "GSM9118377", "GSM9118378", "GSM9118379", "GSM9118380", "GSM9118381", "GSM9118382", "GSM9118383", "GSM9118384", "GSM9118385", "GSM9118386", "GSM9118387", "GSM9118388", "GSM9118389", "GSM9118391", "GSM9118392", "GSM9118394", "GSM9118396", "GSM9118397", "GSM9118399", "GSM9118400", "GSM9118401", "GSM9118402", "GSM9118403", "GSM9118404", "GSM9118405", "GSM9118406", "GSM9118407", "GSM9118408", "GSM9118409", "GSM9118410", "GSM9118411", "GSM9118412", "GSM9118413", "GSM9118414", "GSM9118415", "GSM9118416", "GSM9118417", "GSM9118418", "GSM9118419", "GSM9118420", "GSM9118421", "GSM9118422", "GSM9118423", "GSM9118424", "GSM9118425", "GSM9118426", "GSM9118427", "GSM9118428", "GSM9118429", "GSM9118430", "GSM9118431", "GSM9118432", "GSM9118433", "GSM9118434", "GSM9118435"]}	"heart failure" AND transcriptomic AND metabolomic || "heart failure" AND transcriptomic AND proteomic
biostudies-literature	S-EPMC4856157	True	None	Systems analysis reveals down-regulation of a network of pro-survival miRNAs drives the apoptotic response in dilated cardiomyopathy.	1	{}	"heart failure" AND transcriptomic AND proteomic || cardiomyopathy AND transcriptomic AND proteomic
geo	GSE175917	True	20210602	Transthyretin alters cardiac fibroblast structure, function and inflammatory gene expression.	2	{"GEO_series": ["GSE175917"], "GEO_sample": ["GSM5351198", "GSM5351199", "GSM5351200", "GSM5351201", "GSM5351202", "GSM5351203"], "SRA_study": ["SRP322153"]}	"heart failure" AND transcriptomic AND proteomic
biostudies-literature	S-EPMC10509301	True	None	Decoding molecular signature on heart of septic mice with distinct left ventricular ejection fraction.	1	{}	"heart failure" AND transcriptomic AND proteomic
biostudies-literature	S-EPMC10714176	True	None	The Cardioprotective Effects of Semaglutide Exceed Those of Dietary Weight Loss in Mice With HFpEF.	1	{}	"heart failure" AND transcriptomic AND proteomic
biostudies-literature	S-EPMC7870822	True	None	Individualized interactomes for network-based precision medicine in hypertrophic cardiomyopathy with implications for other clinical pathophenotypes.	1	{}	"heart failure" AND transcriptomic AND proteomic || cardiomyopathy AND transcriptomic AND proteomic
biostudies-literature	S-EPMC10884022	True	None	Synchronous force and Ca<sup>2+</sup> measurements for repeated characterization of excitation-contraction coupling in human myocardium.	1	{}	"heart failure" AND transcriptomic AND proteomic
biostudies-literature	S-EPMC7940600	True	None	Atrial fibrillation rhythm is associated with marked changes in metabolic and myofibrillar protein expression in left atrial appendage.	1	{}	"heart failure" AND transcriptomic AND proteomic || vascular AND proteomic AND transcriptomic
biostudies-literature	S-EPMC10616796	True	None	Capturing heart valve development with Gene Ontology.	1	{}	"heart failure" AND transcriptomic AND metabolomic || "heart failure" AND transcriptomic AND proteomic
iprox	PXD041530	True	None	Proteomics of cardiac tissue of mice after sepsis model	1	{"PRIDE_ProteomeXchange": ["PXD041530"]}	"heart failure" AND transcriptomic AND proteomic || cardiomyopathy AND transcriptomic AND proteomic
biostudies-literature	S-EPMC10542137	True	None	Cardiomyocyte-specific Loss of Glutamyl-prolyl-tRNA Synthetase Leads to Disturbed Protein Homeostasis and Dilated Cardiomyopathy.	1	{}	"heart failure" AND transcriptomic AND proteomic || cardiomyopathy AND transcriptomic AND proteomic
biostudies-literature	S-EPMC5095405	True	None	Cardiac Ryanodine Receptor (Ryr2)-mediated Calcium Signals Specifically Promote Glucose Oxidation via Pyruvate Dehydrogenase.	1	{}	"heart failure" AND transcriptomic AND metabolomic || "heart failure" AND transcriptomic AND proteomic
biostudies-literature	S-EPMC12463072	True	None	FOXM1 Protects Against Myocardial Ischemia-Reperfusion Injury in Rodent and Porcine Models by Suppressing MKRN1-Dependent LKB1 Ubiquitination.	1	{}	"heart failure" AND transcriptomic AND proteomic || cardiomyopathy AND transcriptomic AND proteomic
biostudies-literature	S-EPMC11708374	True	None	Multiomic analyses reveal enriched glycolytic processes in β-myosin heavy chain-expressed cardiomyocytes in early cardiac hypertrophy.	1	{}	"heart failure" AND transcriptomic AND proteomic || cardiomyopathy AND transcriptomic AND proteomic
geo	GSE217438	True	20230320	Hypoxia-induced pulmonary hypertension in calf right ventricle	2	{"GEO_series": ["GSE217438"], "GEO_sample": ["GSM6718797", "GSM6718798", "GSM6718799", "GSM6718800", "GSM6718801", "GSM6718802", "GSM6718803", "GSM6718804", "GSM6718805", "GSM6718806"]}	"heart failure" AND transcriptomic AND proteomic
biostudies-literature	S-EPMC9637424	True	None	A circular RNA derived from the insulin receptor locus protects against doxorubicin-induced cardiotoxicity.	1	{}	"heart failure" AND transcriptomic AND proteomic
project	PRJNA900269	True	None	OGFOD1 Regulates Translation to Alter Hypertrophy Susceptibility	81	{"GEO_series": ["GSE217755"], "ENA_BioProject": ["PRJNA900269"], "SRA_run": ["SRR222", "SRR22257197", "SRR22257198", "SRR22257199", "SRR22257200", "SRR22257201", "SRR22257202", "SRR22257203", "SRR22257204", "SRR22257205", "SRR22257206", "SRR22257207", "SRR22257208", "SRR22257209", "SRR22257210", "SRR22257211", "SRR22257212", "SRR22257213", "SRR22257214", "SRR22257215", "SRR22257216", "SRR22257217", "SRR22257218", "SRR22257219", "SRR22257220", "SRR22257221", "SRR22257222", "SRR22257223", "SRR22257224", "SRR22257225", "SRR22257226", "SRR22257227", "SRR22257228", "SRR22257229", "SRR22257230", "SRR22257231", "SRR22257232", "SRR22257233", "SRR22257234", "SRR22257235", "SRR22257236"]}	"heart failure" AND transcriptomic AND proteomic
project	PRJNA257188	True	None	Mus musculus	1	{"GEO_series": ["GSE59961"], "ENA_BioProject": ["PRJNA257188"]}	"heart failure" AND transcriptomic AND proteomic || cardiomyopathy AND transcriptomic AND proteomic
project	PRJNA734300	True	None	Transthyretin alters cardiac fibroblast structure, function and inflammatory gene expression.	7	{"GEO_series": ["GSE175917"], "ENA_BioProject": ["PRJNA734300"], "SRA_run": ["SRR147", "SRR14701431", "SRR14701432", "SRR14701433", "SRR14701434", "SRR14701435", "SRR14701436"]}	"heart failure" AND transcriptomic AND proteomic
project	PRJEB47983	True	None	A multi omics analysis of a human stem cell based in vitro model of cardiac hypertrophy	161	{"ENA_BioProject": ["PRJEB47983"]}	"heart failure" AND transcriptomic AND proteomic
project	PRJNA899456	True	None	Hypoxia-induced pulmonary hypertension in calf right ventricle	1	{"GEO_series": ["GSE217438"], "ENA_BioProject": ["PRJNA899456"]}	"heart failure" AND transcriptomic AND proteomic
project	PRJNA802683	True	None	Metabolomic and Transcriptomic Signatures of Chemnogenetic Heart Failure	49	{"GEO_series": ["GSE195913"], "ENA_BioProject": ["PRJNA802683"], "SRA_run": ["SRR178", "SRR17847309", "SRR17847310", "SRR17847311", "SRR17847312", "SRR17847313", "SRR17847314", "SRR17847315", "SRR17847316", "SRR17847317", "SRR17847318", "SRR17847319", "SRR17847320", "SRR17847321", "SRR17847322", "SRR17847323", "SRR17847324", "SRR17847325", "SRR17847326", "SRR17847327", "SRR17847328", "SRR17847329", "SRR17847330", "SRR17847331", "SRR17847332"]}	"heart failure" AND transcriptomic AND metabolomic
biostudies-literature	S-EPMC8896991	True	None	Metabolomic and transcriptomic signatures of chemogenetic heart failure.	1	{}	"heart failure" AND transcriptomic AND metabolomic || cardiomyopathy AND transcriptomic AND metabolomic
geo	GSE195913	True	20220206	Metabolomic and Transcriptomic Signatures of Chemnogenetic Heart Failure	2	{"GEO_series": ["GSE195913"], "GEO_sample": ["GSM5856330", "GSM5856331", "GSM5856332", "GSM5856333", "GSM5856334", "GSM5856335", "GSM5856336", "GSM5856337", "GSM5856338", "GSM5856339", "GSM5856340", "GSM5856341", "GSM5856342", "GSM5856343", "GSM5856344", "GSM5856345", "GSM5856346", "GSM5856347", "GSM5856348", "GSM5856349", "GSM5856350", "GSM5856351", "GSM5856352", "GSM5856353"]}	"heart failure" AND transcriptomic AND metabolomic
biostudies-literature	S-EPMC12826941	True	None	Study Protocol for HeartMagic: A Prospective Observational Cohort Characterizing Subtypes of Heart Failure With Preserved Ejection Fraction.	1	{}	"heart failure" AND transcriptomic AND metabolomic
biostudies-literature	S-EPMC4241130	True	None	Energy metabolic reprogramming in the hypertrophied and early stage failing heart: a multisystems approach.	1	{}	"heart failure" AND transcriptomic AND metabolomic
project	PRJNA1120029	True	None	Two-hit mouse model of heart failure with preserved ejection fraction combining diet-induced obesity and renin-mediated hypertension	43	{"GEO_series": ["GSE269053"], "ENA_BioProject": ["PRJNA1120029"], "SRA_run": ["SRR292", "SRR29281562", "SRR29281563", "SRR29281564", "SRR29281565", "SRR29281566", "SRR29281567", "SRR29281568", "SRR29281569", "SRR29281570", "SRR29281571", "SRR29281572", "SRR29281573", "SRR29281574", "SRR29281575", "SRR29281576", "SRR29281577", "SRR29281578", "SRR29281579", "SRR29281580", "SRR29281581", "SRR29281582"]}	"heart failure" AND transcriptomic AND metabolomic
biostudies-literature	S-EPMC11696687	True	None	Two-hit mouse model of heart failure with preserved ejection fraction combining diet-induced obesity and renin-mediated hypertension.	1	{}	"heart failure" AND transcriptomic AND metabolomic
geo	GSE269053	True	20250101	Two-hit mouse model of heart failure with preserved ejection fraction combining diet-induced obesity and renin-mediated hypertension	2	{"GEO_series": ["GSE269053"], "GEO_sample": ["GSM8305606", "GSM8305607", "GSM8305608", "GSM8305609", "GSM8305610", "GSM8305611", "GSM8305612", "GSM8305613", "GSM8305614", "GSM8305615", "GSM8305616", "GSM8305617", "GSM8305618", "GSM8305619", "GSM8305620", "GSM8305621", "GSM8305622", "GSM8305623", "GSM8305624", "GSM8305625", "GSM8305626"]}	"heart failure" AND transcriptomic AND metabolomic
biostudies-literature	S-EPMC9351829	True	None	ATF4 Protects the Heart From Failure by Antagonizing Oxidative Stress.	1	{}	"heart failure" AND transcriptomic AND metabolomic || cardiomyopathy AND transcriptomic AND metabolomic
geo	GSE187005	True	20220516	ATF4 Protects the Heart from Failure by Antagonizing Oxidative Stress	2	{"GEO_series": ["GSE187005"], "GEO_sample": ["GSM5665696", "GSM5665697", "GSM5665698", "GSM5665699", "GSM5665700", "GSM5665701", "GSM5906039", "GSM5906040", "GSM5906041", "GSM5906042", "GSM5906043", "GSM5906044", "GSM5906045", "GSM5906046", "GSM5906047", "GSM5906048", "GSM5906049", "GSM5906050", "GSM5906051", "GSM5906052", "GSM5906053", "GSM5906054", "GSM5906055", "GSM5906056"], "SRA_study": ["SRP344236"]}	"heart failure" AND transcriptomic AND metabolomic || cardiomyopathy AND transcriptomic AND metabolomic
biostudies-literature	S-EPMC6336953	True	None	Multiomics approach reveals metabolic changes in the heart at birth.	1	{}	"heart failure" AND transcriptomic AND metabolomic
biostudies-literature	S-EPMC8649443	True	None	Metabolic endophenotype associated with right ventricular glucose uptake in pulmonary hypertension.	1	{}	"heart failure" AND transcriptomic AND metabolomic
biostudies-literature	S-EPMC10149610	True	None	Chronic ethanol exposure induces mitochondrial dysfunction and alters gene expression and metabolism in human cardiac spheroids.	1	{}	"heart failure" AND transcriptomic AND metabolomic || cardiomyopathy AND transcriptomic AND metabolomic
biostudies-literature	S-EPMC8969846	True	None	Heteroplasmy of Wild-Type Mitochondrial DNA Variants in Mice Causes Metabolic Heart Disease With Pulmonary Hypertension and Frailty.	1	{}	"heart failure" AND transcriptomic AND metabolomic
biostudies-literature	S-EPMC8700522	True	None	7-Ketocholesterol Induces Lipid Metabolic Reprogramming and Enhances Cholesterol Ester Accumulation in Cardiac Cells.	1	{}	"heart failure" AND transcriptomic AND metabolomic
biostudies-literature	S-EPMC5647434	True	None	A Skeletal Muscle Model of Infantile-onset Pompe Disease with Patient-specific iPS Cells.	1	{}	"heart failure" AND transcriptomic AND metabolomic
biostudies-literature	S-EPMC11524789	True	None	Sex differences in metabolic adaptation in infants with cyanotic congenital heart disease.	1	{}	"heart failure" AND transcriptomic AND metabolomic
geo	GSE173250	True	20210714	Amiloride ameliorates muscle wasting in cancer cachexia through inhibiting tumor-derived exosome release	2	{"GEO_series": ["GSE173250"], "GEO_sample": ["GSM5264313", "GSM5264314", "GSM5264315", "GSM5264316", "GSM5264317", "GSM5264318", "GSM5264319", "GSM5264320", "GSM5264321", "GSM5264322", "GSM5264323", "GSM5264324", "GSM5264325", "GSM5264326", "GSM5264327", "GSM5264328"], "SRA_study": ["SRP316193"]}	"heart failure" AND transcriptomic AND metabolomic
biostudies-literature	S-EPMC8258996	True	None	Amiloride ameliorates muscle wasting in cancer cachexia through inhibiting tumor-derived exosome release.	1	{}	"heart failure" AND transcriptomic AND metabolomic
biostudies-literature	S-EPMC6801699	True	None	Metabolic and Vascular Effect of the Mediterranean Diet.	1	{}	"heart failure" AND transcriptomic AND metabolomic
project	PRJNA777255	True	None	ATF4 Protects the Heart from Failure by Antagonizing Oxidative Stress	47	{"GEO_series": ["GSE187005"], "ENA_BioProject": ["PRJNA777255"], "SRA_run": ["SRR167", "SRR16700921", "SRR16700922", "SRR16700923", "SRR16700924", "SRR16700925", "SRR16700926", "SRR180", "SRR18061839", "SRR18061840", "SRR18061841", "SRR18061842", "SRR18061843", "SRR18061844", "SRR18061845", "SRR18061846", "SRR18061847", "SRR18061848", "SRR18061849", "SRR18061850", "SRR18061851", "SRR18061852", "SRR18061853", "SRR18061854", "SRR18061855", "SRR18061856"]}	"heart failure" AND transcriptomic AND metabolomic || cardiomyopathy AND transcriptomic AND metabolomic
project	PRJNA724880	True	None	Amiloride ameliorates muscle wasting in cancer cachexia through inhibiting tumor-derived exosome release	1	{"GEO_series": ["GSE173250"], "ENA_BioProject": ["PRJNA724880"]}	"heart failure" AND transcriptomic AND metabolomic
massive	MSV000091821	True	20230428	Human Cardiac Proteome of Hypertrophic Cardiomyopathy	2	{"MassIVE": ["MSV000091821"]}	cardiomyopathy AND transcriptomic AND proteomic
massive	MSV000091822	True	20230428	Human hypertrophic cardiomyopathy cardiac tissue phosphoproteomics	2	{"MassIVE": ["MSV000091822"]}	cardiomyopathy AND transcriptomic AND proteomic
biostudies-literature	S-EPMC11817648	True	None	Comprehensive Proteomic Profiling of Human Myocardium Reveals Signaling Pathways Dysregulated in Hypertrophic Cardiomyopathy.	1	{}	cardiomyopathy AND transcriptomic AND proteomic || vascular AND proteomic AND transcriptomic
geo	GSE288708	True	20250616	Human iPSC-cardiomyocyte models of insulin resistance demonstrate metabolic and contractile dysfunction that recapitulates diabetic cardiomyopathy	2	{"GEO_series": ["GSE288708"], "GEO_sample": ["GSM8773456", "GSM8773457", "GSM8773458", "GSM8773459", "GSM8773460", "GSM8773461", "GSM8773462", "GSM8773463", "GSM8773464", "GSM8773465", "GSM8773466", "GSM8773467", "GSM8773468", "GSM8773469", "GSM8773470", "GSM8773471", "GSM8773472", "GSM8773473", "GSM8773474", "GSM8773475"]}	cardiomyopathy AND transcriptomic AND proteomic
pride	PXD036271	True	20230818	AAV-based gene therapy prevents and halts the progression of dilated cardiomyopathy in a new mouse model of inherited phosphoglucomutase 1 deficiency (PGM1-CDG)	28	{"PRIDE_ProteomeXchange": ["PXD036271"]}	cardiomyopathy AND transcriptomic AND proteomic
project	PRJNA1219113	True	None	Human iPSC-cardiomyocyte models of insulin resistance demonstrate metabolic and contractile dysfunction that recapitulates diabetic cardiomyopathy	43	{"GEO_series": ["GSE288708"], "ENA_BioProject": ["PRJNA1219113"], "SRA_run": ["SRR322", "SRR32225505", "SRR32225506", "SRR32225507", "SRR32225508", "SRR32225509", "SRR32225510", "SRR32225511", "SRR32225512", "SRR32225513", "SRR32225514", "SRR32225515", "SRR32225516", "SRR32225517", "SRR32225518", "SRR32225519", "SRR32225520", "SRR32225521", "SRR32225522", "SRR32225523", "SRR32225524", "SRR32225525"]}	cardiomyopathy AND transcriptomic AND proteomic
biostudies-literature	S-EPMC10603660	True	None	Multi-Omic, Histopathologic, and Clinicopathologic Effects of Once-Weekly Oral Rapamycin in a Naturally Occurring Feline Model of Hypertrophic Cardiomyopathy: A Pilot Study.	1	{}	cardiomyopathy AND transcriptomic AND proteomic
biostudies-literature	S-EPMC12539926	True	None	Empagliflozin enhances metabolic efficiency and improves left ventricular hypertrophy in a hypertrophic cardiomyopathy mouse model.	1	{}	cardiomyopathy AND transcriptomic AND proteomic
project	PRJNA1124979	True	None	The SGLT2 Inhibitor Empagliflozin Enhances Metabolic Efficiency and Ameliorates Left Ventricular Hypertrophy in Myosin R403Q Mutant Hypertrophic Cardiomyopathy Mice	26	{"GEO_series": ["GSE270093"], "ENA_BioProject": ["PRJNA1124979"], "SRA_run": ["SRR294", "SRR29442720", "SRR29442725", "SRR29442726", "SRR29442727", "SRR29442729", "SRR29442731", "SRR29442732", "SRR29442734", "SRR29442735", "SRR29442736", "SRR29442738", "SRR29442740"]}	cardiomyopathy AND transcriptomic AND proteomic
biostudies-literature	S-EPMC3626861	True	None	Pivotal role of the muscle-contraction pathway in cryptorchidism and evidence for genomic connections with cardiomyopathy pathways in RASopathies.	1	{}	cardiomyopathy AND transcriptomic AND proteomic
project	PRJNA1195092	False	None	SGLT2 Inhibitor Empagliflozin Enhances Metabolic Efficiency and Ameliorates Left Ventricular Hypertrophy in Myosin R403Q Mutant Hypertrophic Cardiomyopathy Mice	0	{"ENA_BioProject": ["PRJNA1195092"]}	cardiomyopathy AND transcriptomic AND proteomic
geo	GSE283722	True	20251201	SGLT2 Inhibitor Empagliflozin Enhances Metabolic Efficiency and Ameliorates Left Ventricular Hypertrophy in Myosin R403Q Mutant Hypertrophic Cardiomyopathy Mice	2	{"GEO_series": ["GSE283722"], "GEO_sample": ["GSM8671036", "GSM8671037", "GSM8671038", "GSM8671039", "GSM8671040", "GSM8671041"]}	cardiomyopathy AND transcriptomic AND proteomic
geo	GSE270093	True	20250609	The SGLT2 Inhibitor Empagliflozin Enhances Metabolic Efficiency and Ameliorates Left Ventricular Hypertrophy in Myosin R403Q Mutant Hypertrophic Cardiomyopathy Mice	2	{"GEO_series": ["GSE270093"], "GEO_sample": ["GSM8334357", "GSM8334358", "GSM8334359", "GSM8334360", "GSM8334361", "GSM8334362", "GSM8334363", "GSM8334364", "GSM8334365", "GSM8334366", "GSM8334367", "GSM8334368", "GSM8334369", "GSM8334370", "GSM8334371", "GSM8334372", "GSM8334373", "GSM8334374", "GSM8334375", "GSM8334376", "GSM8334377"]}	cardiomyopathy AND transcriptomic AND proteomic
geo	GSE92981	True	20161229	Comparative transcriptomic and proteomic analysis provides insight into the key genes involved in high-altitude adaptation in Tibetan pig (RNA-seq)	2	{"GEO_series": ["GSE92981"], "GEO_sample": ["GSM2441449", "GSM2441450", "GSM2441451", "GSM2441452", "GSM2441453", "GSM2441454", "GSM2441455", "GSM2441456"], "SRA_study": ["SRP095747"]}	cardiomyopathy AND transcriptomic AND proteomic
biostudies-arrayexpress	E-GEOD-14641	True	20100515	Transcriptome analysis of the Trypanosoma cruzi life-cycle	1	{"GEO_series": ["GSE14641"], "ArrayExpress": ["E-GEOD-14641"]}	cardiomyopathy AND transcriptomic AND proteomic
biostudies-literature	S-EPMC8674808	True	None	Association of Complement and MAPK Activation With SARS-CoV-2-Associated Myocardial Inflammation.	1	{}	cardiomyopathy AND transcriptomic AND proteomic
biostudies-arrayexpress	E-MTAB-16179	True	20251211	RNA-seq from myogenic satellite cells from a translational porcine model for Duchenne muscular dystrophy, heterozygous female carriers, and their healthy wild-type counterpart	1	{"ArrayExpress": ["E-MTAB-16179"]}	cardiomyopathy AND transcriptomic AND proteomic
biostudies-literature	S-EPMC10841898	True	None	Multi-omic and multispecies analysis of right ventricular dysfunction.	1	{}	cardiomyopathy AND transcriptomic AND proteomic || vascular AND proteomic AND transcriptomic
